client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue,recency_score,frequency_score,monetary_score,rfm_score,engagement_score,digital_intent_score,campaign_engagement_score,service_risk_score,luxury_value_band,client_segment,recommended_action,predicted_repeat_purchase_probability,model_priority_group
C004104,25-34,High Potential,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A01,2,155,High Performer,Fragrance & Beauty,Skincare,,0,Scale Opportunity,15,2,2,5,1017.69,2.5,2035.38,6907.31,1017.69,2,1,0,5.2,1,6,3,3,3,1,0,10.1,No Recent Campaign,0,0,0,0,999,0.245,0,0,0,999,2,5,0.61,1,0,1,Email,0,0,0.0,74.2,0,2,1,1,0.8147,1,829.08,5,3,3,11,26.4,10.6,0.0,12.9,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7887,High Priority
C004105,25-34,New,Omnichannel,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A15,1,192,Emerging,Fashion,Small Leather Goods,Fragrance Discovery,1,Medium Strategic Value,120,0,0,0,0.0,0.0,0.0,0.0,2525.74,1,0,0,0.5,10,20,11,7,1,4,1,44.4,Fashion Preview,1,0,0,0,3,0.286,0,0,0,999,0,3,0.256,1,0,1,Email,1,0,0.0,83.3,0,1,0,0,0.2534,0,640.1,2,1,1,4,19.5,39.2,25.0,8.4,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.2639,Low Priority
C004106,45-54,Core,Boutique,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A08,5,223,Emerging,Fragrance & Beauty,Skincare,,0,Scale Opportunity,37,5,5,13,393.39,2.6,1966.95,5290.31,393.39,1,0,0,4.9,6,42,3,8,3,0,0,24.0,Beauty Replenishment,1,1,1,0,15,0.438,1,0,0,66,2,3,0.689,1,1,1,Email + SMS,0,0,0.0,86.5,0,1,0,0,0.8102,1,318.72,5,5,3,13,25.8,30.0,80.0,6.8,Entry Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.793,Medium Priority
C004107,65+,New,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,,0,Scale Opportunity,100,1,1,2,90.98,2.0,90.98,90.98,90.98,1,0,0,2.71,16,96,5,12,8,0,1,58.2,Reactivation,1,0,0,0,2,0.38,0,0,0,999,0,1,0.087,0,1,1,SMS,0,0,0.0,96.4,0,0,0,0,0.2402,0,21.86,3,2,1,6,16.2,48.8,25.0,1.8,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.191,Low Priority
C004108,18-24,High Potential,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,2,234,Core,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,134,3,3,6,330.53,2.0,991.59,3450.26,330.53,2,4,0,5.88,4,16,2,9,1,1,0,48.7,Fashion Preview,1,0,0,0,27,0.319,0,0,0,999,0,5,0.405,1,1,1,Email + SMS,0,0,0.0,72.4,0,5,0,1,0.6563,0,216.92,2,4,2,8,27.4,19.5,25.0,13.8,Growth Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.5733,Medium Priority
C004109,55-64,New,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,260,1,1,1,1335.09,1.0,1335.09,1414.59,1335.09,1,0,0,4.84,14,28,18,15,1,1,0,57.2,Welcome Journey,1,0,0,0,2,0.369,0,0,0,999,0,0,0.122,1,1,1,Email + SMS,2,0,0.0,86.2,0,1,0,0,0.0854,0,114.08,1,2,3,6,17.0,30.5,25.0,6.9,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0907,Low Priority
C004110,35-44,High Potential,Boutique,Social Media,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A14,4,139,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,75,1,1,2,418.82,2.0,418.82,1449.29,418.82,3,4,0,5.36,4,16,3,15,3,2,1,38.2,Fashion Preview,1,0,0,0,16,0.055,1,1,1,147,1,8,0.288,1,0,1,Email,1,0,0.0,93.2,0,3,1,0,0.7265,1,304.26,4,2,2,8,28.2,30.6,25.0,3.4,Growth Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.7513,High Priority
C004111,35-44,VIP,Omnichannel,Social Media,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A06,4,261,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,24,7,7,12,325.76,1.71,2280.32,12339.39,325.76,2,7,1,9.13,7,28,6,12,10,3,1,73.6,Fragrance Launch,1,0,0,0,20,0.065,0,0,0,999,2,11,0.295,1,0,1,Email,3,0,0.0,100.0,0,4,1,1,0.9885,1,322.02,5,5,3,13,35.6,43.8,25.0,0.0,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9914,Top Priority
C004112,35-44,Core,Online,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A12,0,155,High Performer,Fashion,Shoes,Accessories,1,Medium Strategic Value,149,4,4,6,6957.18,1.5,27828.72,67401.53,6957.18,2,2,1,9.35,8,56,8,3,2,1,0,55.4,WFJ Appointment Invite,1,1,1,0,22,0.234,0,0,0,999,1,3,0.141,1,1,1,Email + SMS,1,1,0.25,75.9,1,4,1,1,0.7425,0,3357.86,2,5,5,12,33.5,34.9,80.0,42.1,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5905,Medium Priority
C004113,18-24,Core,Boutique,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,5,256,High Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,53,1,1,3,337.83,3.0,337.83,1012.08,337.83,1,0,0,4.38,3,9,3,17,4,1,0,35.0,Beauty Replenishment,1,0,0,0,8,0.271,0,0,0,999,1,3,0.328,0,1,1,SMS,0,0,0.0,91.8,0,1,0,1,0.5551,1,187.53,4,2,2,8,22.0,19.5,25.0,4.1,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5147,Medium Priority
C004114,25-34,Core,Online,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A04,2,159,Emerging,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,32,1,1,1,16667.4,1.0,16667.4,40258.86,16667.4,2,2,0,7.04,9,18,4,8,6,3,1,46.9,Beauty Replenishment,1,0,0,0,10,0.307,0,0,0,999,0,0,0.119,0,1,1,SMS,1,0,0.0,82.2,0,1,0,0,0.6191,1,10318.47,5,2,4,11,16.1,39.1,25.0,8.9,Growth Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.6555,High Priority
C004115,45-54,Core,Boutique,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A08,8,161,Emerging,Fashion,Handbags,Shoes,1,Medium Strategic Value,129,2,2,3,5522.03,1.5,11044.06,28208.12,5522.03,3,2,0,6.81,1,7,11,6,5,0,0,27.7,WFJ Appointment Invite,1,1,0,0,11,0.376,0,0,0,999,0,3,0.393,1,0,1,Email,0,0,0.0,92.0,0,0,0,0,0.371,0,2048.82,2,3,4,9,12.7,17.2,50.0,4.0,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.1926,Low Priority
C004116,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,1,135,Core,Fashion,Handbags,Shoes,1,Medium Strategic Value,30,1,1,1,5541.17,1.0,5541.17,13969.24,5541.17,2,3,0,6.6,2,14,6,4,2,0,0,69.9,No Recent Campaign,0,0,0,0,999,0.221,1,0,0,107,0,2,0.392,1,1,1,Email + SMS,1,0,0.0,87.7,0,2,0,0,0.6438,1,3567.17,5,2,4,11,17.2,19.1,0.0,6.2,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.4369,Medium Priority
C004117,55-64,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Small Leather Goods,,0,Medium Strategic Value,220,2,2,2,2504.99,1.0,5009.98,12597.95,2504.99,1,2,0,5.83,11,66,16,4,0,0,1,11.9,Welcome Journey,1,0,0,0,11,0.141,0,0,0,999,0,0,0.21,1,0,1,Email,2,0,0.0,92.2,0,2,0,0,0.1414,0,354.13,1,3,3,7,14.0,30.1,25.0,3.9,Core Value,Low-Engagement Client,Use low-pressure reactivation before assigning high-touch advisor effort.,0.1548,Low Priority
C004118,35-44,Top Client,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A10,2,224,High Performer,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,41,4,4,8,3224.56,2.0,12898.24,104424.76,3224.56,6,6,1,10.11,3,9,3,13,0,0,0,13.6,No Recent Campaign,0,0,0,0,999,0.137,0,0,1,999,4,15,0.419,1,1,1,Email + SMS,2,0,0.0,94.9,0,11,0,1,0.9943,1,3206.05,5,5,4,14,38.3,9.4,0.0,2.6,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9524,Top Priority
C004119,25-34,VIP,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,7,134,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,53,6,6,6,78986.1,1.0,473916.6,2546547.33,78986.1,1,5,1,11.93,15,105,0,5,10,2,1,49.8,Reactivation,1,1,0,0,24,0.081,0,0,0,999,1,11,0.462,1,1,1,Email + SMS,4,1,0.167,77.7,1,1,0,1,0.9712,1,49861.44,4,5,5,14,32.2,45.6,50.0,39.1,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9922,Top Priority
C004120,45-54,VIP,Boutique,Referral,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A15,7,159,High Performer,Fragrance & Beauty,Makeup,,0,Scale Opportunity,67,3,3,5,624.96,1.67,1874.88,10837.34,624.96,3,5,1,8.14,2,8,3,4,5,0,0,31.6,Private Event,1,0,0,0,23,0.511,0,0,0,999,1,5,0.733,1,0,1,Email,0,1,0.333,96.7,1,3,0,1,0.7958,0,323.28,4,4,3,11,27.0,17.8,25.0,33.7,High Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.8565,Top Priority
C004121,25-34,VIP,Online,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A03,2,218,High Performer,Fashion,Small Leather Goods,Fragrance Discovery,1,Medium Strategic Value,56,5,5,7,23497.16,1.4,117485.8,624553.24,23497.16,2,4,1,10.89,12,60,15,12,3,4,1,67.1,Fragrance Launch,1,0,0,0,18,0.186,0,0,0,999,7,1,0.279,1,0,1,Email,3,1,0.2,69.2,1,5,0,1,0.9763,1,14911.94,4,5,5,14,38.4,49.1,25.0,44.2,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9701,Top Priority
C004122,35-44,Core,Boutique,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A03,0,230,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,118,3,3,5,236.46,1.67,709.38,1750.11,236.46,4,1,0,4.96,5,25,0,14,3,0,0,18.8,Fragrance Launch,1,1,0,0,5,0.196,0,0,0,999,1,5,0.562,1,1,1,Email + SMS,0,0,0.0,57.4,1,0,0,0,0.4614,0,70.92,2,4,2,8,16.8,14.4,50.0,36.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4513,Medium Priority
C004123,45-54,Core,Online,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A09,3,207,Emerging,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,77,0,0,0,0.0,0.0,0.0,0.0,199.58,2,2,0,0.9,9,54,2,10,2,2,1,69.2,Reactivation,1,0,0,0,2,0.306,1,1,1,149,1,0,0.368,0,1,1,SMS,2,0,0.0,71.7,0,0,0,1,0.3626,0,72.37,4,1,1,6,31.2,42.2,25.0,14.2,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.3236,Low Priority
C004124,55-64,VIP,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Beauty Services,Fine Jewelry Interest,1,Scale Opportunity,38,5,5,10,428.3,2.0,2141.5,12162.45,428.3,1,5,1,8.71,17,34,1,9,8,4,1,35.6,Private Event,1,1,0,0,19,0.242,0,0,0,999,3,2,0.485,1,1,1,Email + SMS,1,0,0.0,88.3,0,2,2,1,0.9638,1,412.79,5,5,3,13,35.7,42.6,50.0,5.9,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9695,Top Priority
C004125,45-54,Core,Online,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A03,1,173,Emerging,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,175,2,2,3,4686.76,1.5,9373.52,21706.86,4686.76,1,0,0,6.28,7,14,10,3,0,0,0,48.1,Private Event,1,0,0,0,29,0.526,0,0,0,999,0,0,0.646,0,0,0,Do Not Contact,0,0,0.0,85.0,0,1,0,0,0.2636,0,308.91,1,3,4,8,11.9,21.0,25.0,7.5,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.248,Low Priority
C004126,45-54,VIP,Online,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,2,160,High Performer,Fragrance & Beauty,Beauty Services,Handbags,1,Scale Opportunity,14,3,3,6,448.81,2.0,1346.43,7608.86,448.81,2,8,1,9.03,6,42,2,9,1,2,1,63.3,WFJ Appointment Invite,1,0,0,0,14,0.233,0,0,0,999,2,1,0.335,1,0,1,Email,1,0,0.0,81.8,0,4,0,1,0.9201,1,412.96,5,4,3,12,28.7,37.4,25.0,9.1,High Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.8918,Top Priority
C004127,45-54,Core,Online,Email Campaign,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,3,208,Core,Fragrance & Beauty,Fragrance,,0,Scale Opportunity,115,1,1,2,522.26,2.0,522.26,1333.32,522.26,1,0,0,4.08,9,36,5,16,1,2,1,76.3,Private Event,1,1,0,0,16,0.147,0,0,0,999,0,1,0.392,0,0,0,Do Not Contact,1,0,0.0,74.3,0,0,0,0,0.294,1,38.38,2,2,2,6,13.2,40.7,50.0,12.9,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.3839,Low Priority
C004128,65+,Core,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,97,1,1,2,4483.72,2.0,4483.72,11367.3,4483.72,1,1,0,6.07,11,44,11,7,1,0,0,43.0,Fragrance Launch,1,1,0,0,2,0.191,0,0,0,999,0,1,0.375,1,1,1,Email + SMS,1,0,0.0,100.0,0,2,0,0,0.4433,0,1987.76,3,2,3,8,17.9,21.4,50.0,0.0,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.3029,Low Priority
C004129,25-34,High Potential,Online,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A03,3,223,Core,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,61,4,4,6,678.42,1.5,2713.68,10103.7,678.42,1,5,0,6.7,8,48,2,10,6,3,1,34.3,Fragrance Launch,1,0,0,0,22,0.338,0,0,0,999,0,0,0.388,1,0,1,Email,0,0,0.0,77.7,0,4,0,0,0.7713,1,523.24,4,5,3,12,20.1,40.4,25.0,11.2,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7974,High Priority
C004130,18-24,VIP,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,2,172,High Performer,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,63,1,1,2,26065.5,2.0,26065.5,140208.88,26065.5,1,2,1,9.59,2,12,3,0,8,0,1,35.7,Beauty Replenishment,1,1,1,0,9,0.427,0,0,0,999,5,8,0.534,0,1,1,SMS,0,1,1.0,72.9,1,6,0,1,0.9234,1,15645.36,4,2,5,11,39.9,40.3,80.0,62.3,High Value,VIP Service Recovery,Prioritize service recovery before any sales outreach.,0.9352,Top Priority
C004131,25-34,New,Boutique,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A11,4,161,Core,Fashion,Small Leather Goods,Shoes,1,Medium Strategic Value,52,2,2,3,4194.02,1.5,8388.04,11687.89,4194.02,1,0,0,6.04,2,4,6,4,5,1,0,36.9,Fashion Preview,1,0,0,0,4,0.129,0,0,0,999,0,1,0.184,0,1,1,SMS,2,1,0.5,91.6,0,0,0,0,0.4344,0,1821.99,4,3,4,11,11.7,15.1,25.0,25.5,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3205,Low Priority
C004132,25-34,High Potential,Boutique,Social Media,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A13,3,198,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Handbags,1,High Strategic Value,154,4,4,6,4431.12,1.5,17724.48,60674.53,4431.12,4,4,1,9.6,5,15,2,3,11,0,1,48.2,Beauty Replenishment,1,1,0,0,18,0.464,0,0,0,999,4,6,0.385,0,1,1,SMS,3,1,0.25,74.3,1,2,0,1,0.781,1,2249.52,2,5,4,11,28.8,36.0,50.0,42.9,Growth Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.4788,Medium Priority
C004133,45-54,Core,Online,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,4,117,High Performer,Fashion,Accessories,Fragrance Discovery,1,Medium Strategic Value,123,2,2,3,5121.72,1.5,10243.44,26493.04,5121.72,4,1,0,6.57,9,27,8,10,2,1,0,29.6,Private Event,1,0,0,0,8,0.304,0,0,0,999,0,0,0.585,1,1,1,Email + SMS,0,1,0.5,79.1,0,3,0,0,0.5097,0,2610.47,2,3,4,9,19.5,21.0,25.0,31.7,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5169,Medium Priority
C004134,45-54,New,Online,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A14,3,138,High Performer,Fragrance & Beauty,Makeup,,0,Scale Opportunity,103,1,1,2,153.68,2.0,153.68,153.68,153.68,1,0,0,3.02,3,9,3,9,2,0,0,26.7,Fragrance Launch,1,0,0,0,13,0.269,0,0,0,999,0,0,0.087,0,0,0,Do Not Contact,1,0,0.0,83.9,0,0,0,0,0.1328,0,5.1,3,2,1,6,3.4,13.4,25.0,8.1,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.1371,Low Priority
C004135,35-44,High Potential,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,5,227,Emerging,Fashion,Small Leather Goods,Fine Jewelry Interest,1,Medium Strategic Value,206,2,2,3,2785.82,1.5,5571.64,20188.55,2785.82,1,2,0,6.53,9,18,7,4,10,1,1,71.6,WFJ Appointment Invite,1,0,0,0,27,0.137,0,0,0,999,0,2,0.248,1,0,1,Email,2,0,0.0,66.6,1,1,0,0,0.1986,0,359.66,1,3,4,8,18.2,38.8,25.0,31.7,Growth Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.2215,Low Priority
C004136,18-24,Core,Boutique,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A11,1,154,Core,Fashion,Shoes,Fine Jewelry Interest,1,Medium Strategic Value,121,2,2,3,6303.1,1.5,12606.2,28987.42,6303.1,1,4,0,7.26,6,36,13,6,7,1,0,26.8,No Recent Campaign,0,0,0,0,999,0.257,1,1,0,99,2,3,0.406,1,1,1,Email + SMS,2,0,0.0,77.1,0,4,0,0,0.6041,1,3807.63,2,3,4,9,27.1,23.0,0.0,11.5,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4458,Medium Priority
C004137,45-54,High Potential,Boutique,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A13,3,123,Core,Fashion,Small Leather Goods,Shoes,1,Medium Strategic Value,144,4,4,7,8492.99,1.75,33971.96,119629.64,8492.99,2,2,1,9.6,2,14,7,7,4,0,0,21.5,Private Event,1,0,0,0,2,0.088,0,0,0,999,1,5,0.258,1,0,1,Email,3,0,0.0,77.5,0,1,0,0,0.4804,0,4080.19,2,5,5,12,14.3,11.9,25.0,11.3,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.565,Medium Priority
C004138,35-44,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,1,222,Top Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,3,4,4,9,141.12,2.25,564.48,1413.26,141.12,2,5,0,5.62,3,15,7,8,0,0,0,66.5,Welcome Journey,1,1,0,0,6,0.19,0,0,0,999,0,3,0.312,1,0,1,Email,1,0,0.0,86.4,0,0,0,0,0.7993,1,112.79,5,5,2,12,15.2,18.6,50.0,6.8,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.8051,Medium Priority
C004139,45-54,Core,Online,Email Campaign,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,4,112,Top Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,12,1,1,3,152.42,3.0,152.42,424.66,152.42,4,3,0,4.48,9,54,8,18,0,0,0,37.8,WFJ Appointment Invite,1,0,0,0,11,0.353,0,0,0,999,1,0,0.572,1,1,1,Email + SMS,0,0,0.0,75.4,0,1,1,0,0.6821,0,103.97,5,2,1,8,19.7,24.8,25.0,12.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5737,Medium Priority
C004140,35-44,Core,Online,Referral,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,5,127,Core,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,51,5,5,11,658.3,2.2,3291.5,8495.67,658.3,2,4,0,6.49,8,32,8,15,1,2,1,50.0,Beauty Replenishment,1,0,0,0,8,0.183,0,0,0,999,1,0,0.202,1,0,1,Email,1,0,0.0,88.5,0,3,0,0,0.8046,1,529.65,4,5,3,12,18.9,37.0,25.0,5.8,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7962,Medium Priority
C004141,35-44,Core,Boutique,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A06,5,172,High Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,79,3,3,6,298.86,2.0,896.58,2087.14,298.86,4,4,0,5.68,4,12,4,8,1,0,0,50.7,Fragrance Launch,1,1,1,0,19,0.395,0,0,0,999,1,1,0.7,1,0,1,Email,0,0,0.0,79.4,0,0,0,1,0.7693,1,229.92,3,4,2,9,30.1,28.9,80.0,10.3,Entry Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.7125,Medium Priority
C004142,25-34,New,Online,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A03,0,211,Core,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,74,1,1,1,9064.85,1.0,9064.85,12339.47,9064.85,1,1,0,6.28,9,36,2,4,8,3,1,37.0,Private Event,1,0,0,0,10,0.608,0,0,0,999,0,0,0.689,1,0,1,Email,1,0,0.0,71.6,0,0,0,0,0.5366,0,4864.34,4,2,4,10,19.6,43.4,25.0,14.2,Core Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.4481,Medium Priority
C004143,25-34,VIP,Online,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A05,3,259,High Performer,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,27,2,2,5,1510.97,2.5,3021.94,16585.89,1510.97,1,1,1,8.1,12,60,4,9,0,1,1,44.6,Beauty Replenishment,1,0,0,0,28,0.391,0,0,0,999,1,1,0.681,1,1,1,Email + SMS,2,0,0.0,97.5,0,2,0,1,0.8772,1,1325.44,5,3,3,11,28.9,38.4,25.0,1.3,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.8628,Top Priority
